id,Class_1,Class_2,Class_3,Class_4
100126,0.07375199,0.609875,0.12642561,0.18994741
100127,0.081115715,0.6442722,0.16994101,0.10467108
100128,0.08070866,0.64014554,0.16961403,0.10953174
100129,0.081360556,0.6541889,0.16234441,0.10210621
100130,0.08025744,0.6183536,0.17939316,0.12199581
100131,0.07255299,0.56000537,0.19916977,0.16827187
100132,0.07899202,0.62471956,0.1663223,0.12996612
100133,0.08025378,0.6420159,0.16236196,0.11536823
100134,0.08303961,0.69406366,0.14338924,0.07950752
100135,0.084185585,0.64015436,0.1917769,0.08388316
100136,0.08541964,0.59016424,0.24854341,0.0758727
100137,0.07723856,0.62728125,0.14460315,0.15087703
100138,0.07989749,0.5126831,0.3091502,0.09826924
100139,0.07978202,0.557941,0.249769,0.11250795
100140,0.07861461,0.53097034,0.27446198,0.11595295
100141,0.079500794,0.55088013,0.25616854,0.11345056
100142,0.07251436,0.38689065,0.46092945,0.07966558
100143,0.08165567,0.6580757,0.16173178,0.09853686
100144,0.078281015,0.5222099,0.28341344,0.11609567
100145,0.0880748,0.68438524,0.1706217,0.056918163
100146,0.073512845,0.40075627,0.44259825,0.08313266
100147,0.08025744,0.6183536,0.17939316,0.12199581
100148,0.08025744,0.6183536,0.17939316,0.12199581
100149,0.07979613,0.5583076,0.24943814,0.112458244
100150,0.08103705,0.519401,0.30823925,0.09132269
100151,0.07847414,0.6293094,0.15564376,0.13657264
100152,0.074392706,0.57701236,0.1912712,0.15732367
100153,0.082774304,0.6191346,0.20381433,0.0942768
100154,0.068573765,0.5417957,0.20397836,0.1856521
100155,0.0725986,0.38801712,0.45943898,0.07994541
100156,0.07691236,0.61303043,0.15523548,0.15482172
100157,0.07756552,0.48184282,0.33605784,0.10453383
100158,0.08290135,0.6878742,0.14724067,0.081983805
100159,0.0798096,0.63602704,0.16358852,0.12057477
100160,0.08085943,0.5915075,0.21976605,0.107867
100161,0.08006994,0.54892874,0.2626564,0.10834496
100162,0.08132397,0.6403095,0.17688324,0.101483345
100163,0.07949243,0.6353631,0.16069552,0.124448955
100164,0.079508245,0.63750553,0.15866758,0.12431873
100165,0.08339093,0.7162996,0.12957421,0.070735246
100166,0.07959606,0.6145811,0.17909606,0.1267268
100167,0.07864991,0.6374049,0.14954418,0.13440104
100168,0.07834456,0.6347732,0.14888139,0.13800095
100169,0.08176617,0.620087,0.19426435,0.1038825
100170,0.080787696,0.58838713,0.22271308,0.10811207
100171,0.07949243,0.6353631,0.16069552,0.124448955
100172,0.07571774,0.6075954,0.14787893,0.16880792
100173,0.08286784,0.6263131,0.19756816,0.09325089
100174,0.08156652,0.61999243,0.192085,0.10635601
100175,0.08025744,0.6183536,0.17939316,0.12199581
100176,0.08767781,0.6795632,0.1731294,0.059629604
100177,0.081946604,0.5763216,0.24325429,0.09847747
100178,0.08071458,0.6416351,0.16806772,0.10958254
100179,0.07299381,0.5860525,0.14073084,0.20022286
100180,0.08246177,0.6445978,0.17915368,0.09378668
100181,0.08030315,0.6394829,0.16558819,0.11462577
100182,0.084015,0.6383368,0.19255938,0.08508884
100183,0.08199379,0.65752065,0.16615163,0.094334
100184,0.0787873,0.63176906,0.1565711,0.13287255
100185,0.073671624,0.59174633,0.1421492,0.19243293
100186,0.082712315,0.60071725,0.22172415,0.09484633
100187,0.07949243,0.6353631,0.16069552,0.124448955
100188,0.08104754,0.6195364,0.186752,0.112664096
100189,0.080263376,0.5952912,0.21229035,0.11215502
100190,0.07296745,0.39303917,0.45279652,0.081196904
100191,0.07526795,0.59459835,0.15645567,0.17367807
100192,0.07825858,0.5186809,0.2880061,0.11505447
100193,0.07464195,0.57908946,0.17299229,0.1732762
100194,0.07085467,0.55235946,0.20126766,0.17551826
100195,0.07823482,0.51586246,0.29167518,0.114227474
100196,0.074673615,0.57968754,0.19000417,0.1556347
100197,0.08058767,0.5814107,0.22883457,0.109166965
100198,0.081495665,0.64673984,0.17177926,0.0999852
100199,0.08332092,0.7104036,0.13323352,0.07304195
100200,0.07988024,0.55720294,0.25133568,0.111581095
100201,0.07626753,0.64335704,0.12184979,0.15852563
100202,0.08246093,0.6221251,0.1992451,0.096168935
100203,0.08025744,0.6183536,0.17939316,0.12199581
100204,0.07464477,0.57941246,0.19013461,0.1558081
100205,0.082011186,0.65800786,0.16584782,0.094133094
100206,0.08025744,0.6183536,0.17939316,0.12199581
100207,0.07817719,0.61963284,0.16243833,0.13975161
100208,0.07893243,0.63290846,0.15700468,0.1311544
100209,0.080678806,0.5674796,0.24491706,0.10692449
100210,0.076584175,0.56624216,0.22310896,0.13406473
100211,0.07501673,0.6020581,0.14599736,0.17692783
100212,0.08267561,0.67904353,0.15273899,0.08554186
100213,0.07778042,0.5510057,0.24470282,0.12651101
100214,0.08779316,0.68095535,0.17241056,0.058840882
100215,0.07823464,0.5158417,0.29170224,0.114221394
100216,0.08182708,0.6068299,0.21033184,0.10101117
100217,0.0854765,0.65419245,0.18550591,0.074825026
100218,0.078366674,0.6087385,0.17915599,0.13373883
100219,0.07949243,0.6353631,0.16069552,0.124448955
100220,0.08308088,0.62852097,0.19667011,0.09172806
100221,0.08465312,0.64517885,0.18957883,0.080589175
100222,0.083180584,0.62955827,0.19624484,0.0910163
100223,0.0858615,0.6584862,0.18350671,0.07214567
100224,0.06672845,0.5329992,0.20607437,0.19419786
100225,0.08050371,0.61877847,0.18160056,0.119117334
100226,0.07808672,0.5044124,0.3065935,0.11090733
100227,0.085837536,0.65821743,0.18363294,0.07231207
100228,0.07060128,0.5512615,0.20139685,0.17674041
100229,0.07934357,0.62393403,0.16968448,0.12703799
100230,0.07791667,0.6350298,0.14425093,0.1428025
100231,0.08754929,0.678021,0.1739208,0.06050889
100232,0.08027227,0.6183806,0.17952429,0.121822864
100233,0.07276331,0.39024132,0.45649654,0.08049889
100234,0.07617743,0.6437142,0.12080587,0.15930247
100235,0.083074175,0.6957419,0.14234528,0.07883862
100236,0.078632206,0.53133804,0.2741209,0.115908846
100237,0.07949243,0.6353631,0.16069552,0.124448955
100238,0.079536065,0.5517425,0.25538445,0.11333698
100239,0.07828517,0.5230559,0.28231266,0.11634624
100240,0.08025744,0.6183536,0.17939316,0.12199581
100241,0.07949243,0.6353631,0.16069552,0.124448955
100242,0.077617146,0.48362193,0.33373243,0.10502858
100243,0.07553598,0.43360692,0.39930215,0.09155489
100244,0.07383758,0.5715679,0.18553573,0.16905887
100245,0.07968299,0.6288277,0.16992493,0.12156443
100246,0.08360556,0.5736043,0.25676695,0.08602322
100247,0.07949243,0.6353631,0.16069552,0.124448955
100248,0.06636993,0.5255463,0.22516014,0.18292366
100249,0.082932316,0.68919736,0.14641713,0.08145318
100250,0.07543691,0.6053777,0.14712128,0.17206408
100251,0.07665239,0.45664534,0.36904785,0.09765443
100252,0.08180001,0.5771118,0.24142636,0.099661835
100253,0.08269152,0.6796258,0.15237631,0.08530634
100254,0.08066147,0.6059979,0.1982695,0.11507117
100255,0.078609414,0.4487527,0.39836395,0.07427394
100256,0.08055838,0.6099545,0.19228795,0.1171992
100257,0.071201585,0.57532835,0.13289388,0.22057618
100258,0.08254795,0.6745359,0.15554695,0.087369315
100259,0.076481424,0.5970942,0.18165402,0.14477031
100260,0.07587908,0.4252608,0.41737023,0.08148989
100261,0.07503411,0.60219544,0.14604363,0.17672677
100262,0.07828967,0.5241098,0.2809416,0.11665889
100263,0.0751097,0.60279274,0.14624506,0.17585246
100264,0.08415055,0.60014474,0.23063987,0.08506478
100265,0.077501096,0.6216562,0.152827,0.14801578
100266,0.07726695,0.47252506,0.34824526,0.10196272
100267,0.07903523,0.54263675,0.2628382,0.1154898
100268,0.080913626,0.60882604,0.1977994,0.11246092
100269,0.07877715,0.6316893,0.15654087,0.1329927
100270,0.07949243,0.6353631,0.16069552,0.124448955
100271,0.084101245,0.6392548,0.19216499,0.0844789
100272,0.07198002,0.5844297,0.13208124,0.21150902
100273,0.08328774,0.63067544,0.19578439,0.09025242
100274,0.073372975,0.3987416,0.4452597,0.0826258
100275,0.08193317,0.65584207,0.1671981,0.09502667
100276,0.077905215,0.49500114,0.31887028,0.10822337
100277,0.07984589,0.52187943,0.2960159,0.102258764
100278,0.08007149,0.5622673,0.24674936,0.11091176
100279,0.08308382,0.62855166,0.19665755,0.09170696
100280,0.07091643,0.36674583,0.48762405,0.074713685
100281,0.07777958,0.6180667,0.15960175,0.14455202
100282,0.076971166,0.60187,0.17933121,0.14182769
100283,0.07445159,0.55904764,0.22197211,0.14452861
100284,0.081128776,0.5711197,0.2437876,0.10396383
100285,0.08016353,0.6357584,0.16797192,0.11610615
100286,0.06597333,0.53088224,0.20167896,0.20146544
100287,0.080197714,0.583333,0.22422668,0.112242475
100288,0.08025744,0.6183536,0.17939316,0.12199581
100289,0.07948387,0.6351788,0.1607907,0.12454662
100290,0.0780181,0.50052273,0.31166586,0.10979329
100291,0.07795465,0.6325281,0.14698255,0.14253472
100292,0.08190103,0.6549638,0.16774571,0.095389515
100293,0.08025744,0.6183536,0.17939316,0.12199581
100294,0.073242664,0.5778965,0.15406817,0.19479266
100295,0.08063168,0.6265359,0.17804347,0.11478898
100296,0.0746839,0.59942734,0.14511497,0.18077375
100297,0.08141094,0.65480345,0.16228758,0.10149798
100298,0.07983268,0.5496112,0.2601119,0.11044422
100299,0.081908755,0.65517443,0.16761431,0.09530243
100300,0.08067484,0.6413721,0.16788556,0.110067576
100301,0.080033764,0.66869724,0.13548611,0.11578289
100302,0.081937164,0.6006682,0.21715957,0.10023499
100303,0.08222913,0.6655261,0.16072236,0.09152248
100304,0.07862665,0.63050747,0.15609404,0.13477176
100305,0.07949243,0.6353631,0.16069552,0.124448955
100306,0.061106607,0.2717394,0.61458904,0.052564975
100307,0.0719984,0.5575291,0.19986196,0.1706106
100308,0.079946294,0.5622866,0.2458536,0.11191344
100309,0.072094135,0.5789587,0.13842124,0.210526
100310,0.078122966,0.50671023,0.30359814,0.111568674
100311,0.078274414,0.5385995,0.26210698,0.121019125
100312,0.081552714,0.64710766,0.17206113,0.099278465
100313,0.07176473,0.576565,0.13738468,0.21428555
100314,0.07694898,0.4638907,0.3595513,0.099609055
100315,0.08194769,0.60872287,0.2091769,0.10015251
100316,0.080717355,0.583519,0.22741637,0.10834728
100317,0.08301351,0.60703164,0.21704508,0.09290976
100318,0.08061553,0.60787153,0.19544367,0.11606926
100319,0.070959814,0.36726555,0.48693436,0.07484022
100320,0.08369096,0.63490605,0.19401819,0.08738486
100321,0.08220847,0.66371655,0.1622892,0.091785796
100322,0.07818946,0.51161575,0.29720604,0.11298878
100323,0.08941452,0.70140547,0.16136509,0.047814924
100324,0.06521396,0.30729514,0.5668552,0.060635734
100325,0.07265232,0.5833473,0.13986291,0.20413743
100326,0.08293223,0.68919384,0.14641936,0.08145461
100327,0.08188119,0.6544254,0.16808136,0.095612064
100328,0.07949243,0.6353631,0.16069552,0.124448955
100329,0.07663291,0.61481595,0.15038683,0.15816432
100330,0.07817089,0.6177846,0.16437322,0.13967127
100331,0.07664901,0.4565666,0.3691511,0.09763329
100332,0.07323121,0.5659712,0.19406733,0.16673025
100333,0.06958052,0.53943247,0.22421071,0.16677627
100334,0.07992727,0.5942309,0.20847896,0.11736295
100335,0.08265473,0.6111369,0.21089648,0.09531191
100336,0.082127005,0.620126,0.19841465,0.099332266
100337,0.07546905,0.6056315,0.14720769,0.17169182
100338,0.07443853,0.41481242,0.42404988,0.0866992
100339,0.07962177,0.55386364,0.25345886,0.11305579
100340,0.07154742,0.54756093,0.22341706,0.15747458
100341,0.08358924,0.5609953,0.27160513,0.08381031
100342,0.078246035,0.517118,0.29004052,0.11459539
100343,0.0704218,0.36091384,0.49536622,0.07329814
100344,0.080136605,0.6254866,0.17382179,0.12055502
100345,0.0817772,0.6516489,0.16981253,0.09676142
100346,0.08074375,0.65712917,0.15272732,0.10939975
100347,0.079460666,0.6423887,0.15328103,0.124869585
100348,0.08165043,0.55845845,0.26208168,0.09780945
100349,0.0818227,0.6094664,0.20771705,0.100993864
100350,0.075903125,0.62657225,0.13218085,0.16534378
100351,0.07619893,0.44663033,0.38218877,0.09498192
100352,0.07949243,0.6353631,0.16069552,0.124448955
100353,0.0758903,0.4403673,0.3904152,0.09332721
100354,0.07878724,0.52407795,0.28489769,0.1122371
100355,0.08179803,0.65219927,0.16946931,0.09653334
100356,0.063196704,0.5157854,0.20890424,0.21211366
100357,0.08474945,0.6462222,0.18911597,0.07991242
100358,0.0822735,0.6202085,0.20000093,0.097517096
100359,0.077466644,0.5665288,0.2269244,0.12908019
100360,0.083621986,0.6341793,0.1943241,0.087874606
100361,0.07782865,0.49167496,0.3232125,0.107283965
100362,0.0817654,0.6200867,0.19425584,0.103892
100363,0.07005721,0.5487046,0.2022298,0.17900838
100364,0.0805515,0.6188553,0.1820375,0.11855574
100365,0.081927955,0.6109271,0.20690797,0.100236975
100366,0.079168566,0.5431099,0.26324534,0.11447616
100367,0.07891723,0.6328157,0.15693206,0.13133503
100368,0.073316954,0.5755792,0.162179,0.18892477
100369,0.07848355,0.64332825,0.14235064,0.13583747
100370,0.07918868,0.5435114,0.26289648,0.11440348
100371,0.07949243,0.6353631,0.16069552,0.124448955
100372,0.07871343,0.6311889,0.15635136,0.13374633
100373,0.07340736,0.5676865,0.19565432,0.1632518
100374,0.08281971,0.62581575,0.19776915,0.0935954
100375,0.07410233,0.63177717,0.11238272,0.1817377
100376,0.082328424,0.5957821,0.2245485,0.09734097
100377,0.08289174,0.6874697,0.14749248,0.08214614
100378,0.08198781,0.65735376,0.16625568,0.09440283
100379,0.072749205,0.57126194,0.16801848,0.18797037
100380,0.08192807,0.62012666,0.19609095,0.10185436
100381,0.08215307,0.6620773,0.16331103,0.09245865
100382,0.07108447,0.54567325,0.22361772,0.1596245
100383,0.073888905,0.5881683,0.14804788,0.18989486
100384,0.077483974,0.4791473,0.33958212,0.103786625
100385,0.08272857,0.5692206,0.25639153,0.091659226
100386,0.08029022,0.57204056,0.23712999,0.110539205
100387,0.08025744,0.6183536,0.17939316,0.12199581
100388,0.080278486,0.63141906,0.1716934,0.116609015
100389,0.08465485,0.6410189,0.1933264,0.08099986
100390,0.070006795,0.55909526,0.16866775,0.20223026
100391,0.08062577,0.61897093,0.18272214,0.117681146
100392,0.08091868,0.6495448,0.16210373,0.107432865
100393,0.08167168,0.6489046,0.17152366,0.09790009
100394,0.08143325,0.619903,0.19067188,0.10799177
100395,0.07949243,0.6353631,0.16069552,0.124448955
100396,0.08104576,0.6338473,0.18091278,0.104194134
100397,0.078025416,0.50091517,0.31115395,0.109905384
100398,0.078017324,0.5767573,0.21647526,0.12875009
100399,0.07852498,0.6353806,0.15018305,0.13591132
100400,0.07497086,0.5610377,0.22168124,0.1423102
100401,0.07668531,0.615229,0.1505323,0.15755342
100402,0.08338785,0.631722,0.19535083,0.08953937
100403,0.06556389,0.52762914,0.20633899,0.20046796
100404,0.08025744,0.6183536,0.17939316,0.12199581
100405,0.081984624,0.6201322,0.1967422,0.10114104
100406,0.08025744,0.6183536,0.17939316,0.12199581
100407,0.08061429,0.5823034,0.22804873,0.10903359
100408,0.07063865,0.5732522,0.13104032,0.22506882
100409,0.07949243,0.6353631,0.16069552,0.124448955
100410,0.07625582,0.60032845,0.16145144,0.16196428
100411,0.083355784,0.6313866,0.19549,0.089767605
100412,0.082512185,0.6226506,0.19903658,0.09580065
100413,0.07784972,0.49256352,0.32205236,0.10753447
100414,0.08183049,0.6040394,0.2131244,0.10100582
100415,0.076930776,0.6171639,0.1512169,0.15468839
100416,0.0685955,0.5418979,0.20395315,0.18555336
100417,0.08208612,0.660135,0.16452184,0.09325716
100418,0.06871966,0.5540398,0.16603078,0.21120979
100419,0.07794337,0.6337791,0.14568754,0.14258996
100420,0.07833811,0.6316181,0.1518749,0.13816898
100421,0.08183991,0.6533147,0.16877387,0.09607152
100422,0.0788762,0.63611895,0.1531838,0.13182105
100423,0.0805489,0.64068073,0.1671581,0.11161223
100424,0.07929932,0.63749737,0.15638159,0.12682177
100425,0.07905895,0.6351115,0.15616003,0.12966947
100426,0.08471789,0.64587986,0.18926807,0.08013417
100427,0.08517648,0.6508824,0.18702108,0.07691998
100428,0.08383808,0.6281473,0.20103772,0.086976886
100429,0.069405384,0.34941992,0.51064366,0.07053113
100430,0.08383742,0.59433484,0.23502524,0.08680242
100431,0.07822961,0.6273875,0.15492697,0.13945596
100432,0.080561005,0.5732292,0.23762554,0.10858428
100433,0.07463223,0.59901875,0.14497854,0.18137057
100434,0.079351924,0.6348693,0.1596358,0.12614302
100435,0.07949243,0.6353631,0.16069552,0.124448955
100436,0.07963682,0.8353323,0.057181448,0.027849454
100437,0.083006464,0.6277484,0.19698545,0.09225968
100438,0.073442176,0.567998,0.19487037,0.16368942
100439,0.08039309,0.614966,0.18462883,0.12001213
100440,0.08169179,0.5731227,0.2452191,0.099966474
100441,0.07623839,0.62538314,0.13641272,0.16196576
100442,0.08048807,0.59570366,0.21328741,0.110520855
100443,0.07720202,0.61930096,0.15197913,0.15151791
100444,0.077875115,0.5522097,0.24355441,0.12636077
100445,0.07949243,0.6353631,0.16069552,0.124448955
100446,0.07424985,0.62203985,0.12095574,0.18275455
100447,0.075852424,0.4396242,0.39139172,0.0931317
100448,0.07451274,0.41600096,0.42248306,0.08700328
100449,0.07828034,0.6403173,0.14305192,0.13835035
100450,0.07949243,0.6353631,0.16069552,0.124448955
100451,0.08079298,0.5987885,0.2090385,0.11137998
100452,0.07849234,0.6294524,0.15569736,0.1363579
100453,0.080608144,0.64096564,0.16754323,0.11088308
100454,0.07943032,0.54917675,0.25771937,0.11367365
100455,0.08044739,0.63670486,0.17028883,0.11255895
100456,0.07982426,0.5590415,0.24877584,0.112358436
100457,0.07372896,0.4039213,0.43841857,0.083931096
100458,0.077872895,0.62458223,0.15389234,0.14365256
100459,0.07886495,0.64522386,0.14444187,0.13146926
100460,0.08220179,0.6201108,0.19931215,0.09837525
100461,0.07681909,0.46063694,0.36381486,0.09872901
100462,0.083873466,0.6368348,0.19320098,0.086090796
100463,0.07821733,0.51409346,0.29397887,0.1137104
100464,0.08566455,0.6562832,0.18453726,0.073515005
100465,0.082483605,0.67236817,0.15689749,0.08825074
100466,0.08128273,0.5949432,0.21901816,0.10475593
100467,0.07999816,0.6386777,0.16294643,0.118377745
100468,0.075976856,0.6096408,0.14858282,0.16579963
100469,0.07912144,0.54197955,0.26430133,0.1145976
100470,0.07765551,0.484985,0.33195102,0.10540848
100471,0.07949243,0.6353631,0.16069552,0.124448955
100472,0.07186724,0.5767737,0.13823098,0.21312805
100473,0.08025744,0.6183536,0.17939316,0.12199581
100474,0.08454047,0.6389301,0.1946583,0.08187115
100475,0.0770347,0.4661174,0.3566344,0.10021345
100476,0.0820776,0.6201315,0.19782883,0.09996206
100477,0.0753841,0.6049606,0.1469794,0.17267582
100478,0.074520476,0.5807568,0.16329804,0.18142468
100479,0.082053855,0.6592131,0.1650965,0.09363658
100480,0.07909813,0.5099762,0.30678177,0.10414391
100481,0.077978484,0.49848232,0.3143276,0.10921161
100482,0.07822797,0.51514393,0.29261088,0.11401726
100483,0.080277845,0.5696294,0.23975082,0.110341944
100484,0.07671411,0.45810103,0.36713913,0.098045684
100485,0.08076254,0.60084003,0.20598991,0.11240742
100486,0.07826642,0.4912059,0.32755545,0.10297217
100487,0.08465251,0.64517236,0.1895817,0.0805934
100488,0.07902289,0.63140863,0.15954478,0.13002366
100489,0.082146525,0.66188574,0.16343041,0.09253733
100490,0.065005094,0.5408565,0.14901356,0.24512489
100491,0.0786225,0.63047475,0.15608169,0.13482104
100492,0.0832992,0.7088208,0.13421638,0.07366361
100493,0.082028225,0.658487,0.16554914,0.09393564
100494,0.0751853,0.6005364,0.14931674,0.1749615
100495,0.0819746,0.6007489,0.21730238,0.0999741
100496,0.072312854,0.57653195,0.14552327,0.20563194
100497,0.07661384,0.6329235,0.13341947,0.15704331
100498,0.08397209,0.63788086,0.19275461,0.08539243
100499,0.08434422,0.641852,0.19103995,0.082763754
100500,0.07829442,0.5342652,0.2677378,0.11970244
100501,0.076789275,0.6578206,0.11555909,0.14983103
100502,0.08535147,0.6528092,0.18614186,0.07569741
100503,0.07922729,0.5262799,0.28536466,0.10912818
100504,0.07728836,0.47314802,0.34742996,0.102133594
100505,0.07715102,0.6276873,0.14333552,0.15182626
100506,0.06512561,0.5227103,0.21619901,0.19596504
100507,0.07863282,0.63055587,0.15611227,0.1346991
100508,0.07865023,0.6306926,0.15616386,0.13449335
100509,0.07990911,0.5612868,0.24675287,0.1120512
100510,0.08057884,0.64520717,0.16273092,0.11148309
100511,0.0782356,0.5159436,0.29156965,0.114251226
100512,0.0818808,0.6025296,0.21493924,0.1006504
100513,0.08211812,0.66105795,0.1639464,0.092877515
100514,0.08025744,0.6183536,0.17939316,0.12199581
100515,0.07620097,0.57430834,0.21204843,0.13744217
100516,0.08354784,0.63339967,0.19465119,0.088401355
100517,0.075620085,0.5894392,0.16633117,0.16860947
