id,Class_1,Class_2,Class_3,Class_4
100065,0.075855255,0.63786054,0.12997565,0.1563085
100066,0.10208195,0.62017256,0.13719442,0.14055102
100067,0.097892985,0.38719568,0.35195264,0.16295873
100068,0.10303425,0.68340313,0.10539345,0.10816922
100069,0.16286856,0.5958639,0.19109008,0.050177447
100070,0.10428508,0.40220308,0.32833514,0.16517667
100071,0.08068129,0.63502806,0.13930824,0.14498244
100072,0.07906609,0.6281153,0.10279893,0.19001964
100073,0.10452974,0.7025767,0.11614734,0.07674618
100074,0.07740305,0.5800003,0.24743155,0.09516505
100075,0.09714162,0.48789918,0.20717417,0.207785
100076,0.0940924,0.66130716,0.14491746,0.099682935
100077,0.115318164,0.5620546,0.22977054,0.09285669
100078,0.07631686,0.6715683,0.15232864,0.09978626
100079,0.07847176,0.43423086,0.37063876,0.11665866
100080,0.09768227,0.53503835,0.21835552,0.14892386
100081,0.09148741,0.42347705,0.35383165,0.13120387
100082,0.1026321,0.58321667,0.23978043,0.07437083
100083,0.08883983,0.58042526,0.17003825,0.16069664
100084,0.09900523,0.7280075,0.116208345,0.05677901
100085,0.10157272,0.3690831,0.3251207,0.20422345
100086,0.08360901,0.54184633,0.24861163,0.1259331
100087,0.051088013,0.5760484,0.30771065,0.065152936
100088,0.093564615,0.63674986,0.14979698,0.11988851
100089,0.08846089,0.49958715,0.23958477,0.17236716
100090,0.08906531,0.6301268,0.14342315,0.13738483
100091,0.10149605,0.55258244,0.2660622,0.07985926
100092,0.09490594,0.5528607,0.1980543,0.15417905
100093,0.085015394,0.4108885,0.37273014,0.13136603
100094,0.09199156,0.56553644,0.21986605,0.12260589
100095,0.10033786,0.4456493,0.3538363,0.10017649
100096,0.105777234,0.6825938,0.13387296,0.077755935
100097,0.046571705,0.6289578,0.2350757,0.08939478
100098,0.09695805,0.63177335,0.18107606,0.09019251
100099,0.07091393,0.8042713,0.08732853,0.037486237
100100,0.07162234,0.5830025,0.24844544,0.09692963
100101,0.16344862,0.39088804,0.33705857,0.108604886
100102,0.10910912,0.46692824,0.27300555,0.15095706
100103,0.08583525,0.3261965,0.46069473,0.1272735
100104,0.09039322,0.46230534,0.19482799,0.25247344
100105,0.09390563,0.4693649,0.28082624,0.15590328
100106,0.07595546,0.6400324,0.14863911,0.13537295
100107,0.089812785,0.6981954,0.11685837,0.095133506
100108,0.08110124,0.6306312,0.1663089,0.12195868
100109,0.08969899,0.62257725,0.17452648,0.11319737
100110,0.09943989,0.54453444,0.26513943,0.09088621
100111,0.09253299,0.59464,0.15082991,0.1619971
100112,0.10517551,0.43927518,0.32882285,0.12672636
100113,0.06353851,0.38276252,0.44016036,0.11353854
100114,0.10728746,0.62231666,0.22360726,0.04678863
100115,0.09152226,0.66210365,0.1538136,0.09256046
100116,0.1124643,0.6900188,0.12372712,0.073789805
100117,0.08699466,0.6504751,0.18935898,0.07317131
100118,0.08774533,0.50747645,0.26703647,0.13774182
100119,0.06477851,0.6892878,0.17236026,0.073573545
100120,0.08836911,0.7338318,0.102860786,0.07493819
100121,0.4847685,0.2750773,0.20708364,0.03307047
100122,0.09267945,0.43850076,0.31994683,0.14887293
100123,0.07248625,0.7460805,0.10803951,0.07339372
100124,0.11882769,0.46856967,0.30621117,0.10639143
100125,0.14786133,0.3331904,0.4088032,0.11014511
100126,0.10436717,0.66596854,0.14102064,0.08864369
100127,0.06684431,0.7955336,0.09058043,0.04704166
100128,0.0688301,0.23522684,0.5944181,0.10152491
100129,0.09013051,0.66275966,0.13228856,0.114821285
100130,0.049787242,0.48060113,0.35321084,0.11640076
100131,0.103559256,0.642834,0.15566193,0.097944744
100132,0.08863742,0.59466696,0.18081757,0.13587795
100133,0.08384057,0.51261455,0.26895976,0.1345851
100134,0.09775286,0.7195955,0.14990084,0.032750834
100135,0.086546384,0.48946586,0.19767217,0.22631557
100136,0.16459827,0.33518732,0.45682898,0.043385383
100137,0.08559382,0.57016337,0.19836183,0.14588107
100138,0.13620414,0.49386486,0.21261577,0.15731516
100139,0.0659888,0.56208175,0.1984305,0.17349893
100140,0.12801617,0.5610866,0.2311123,0.07978487
100141,0.09879176,0.60757506,0.14805776,0.14557539
100142,0.13460028,0.5273077,0.2681647,0.06992737
100143,0.08868559,0.6395123,0.12807941,0.14372273
100144,0.08968613,0.54534954,0.24349567,0.121468686
100145,0.18655168,0.5209393,0.24098457,0.05152442
100146,0.28367558,0.3017068,0.3282863,0.08633131
100147,0.0864232,0.64278316,0.15147693,0.1193166
100148,0.088864826,0.56483513,0.1826227,0.16367725
100149,0.11301957,0.562885,0.23086432,0.09323114
100150,0.08508559,0.6244008,0.14663744,0.14387622
100151,0.08833757,0.6003275,0.19579434,0.115540616
100152,0.063359186,0.6604081,0.09405864,0.1821741
100153,0.08642847,0.7365062,0.12087654,0.05618879
100154,0.0848574,0.5557402,0.20528589,0.15411657
100155,0.10174956,0.433854,0.31093094,0.15346548
100156,0.10394122,0.5601596,0.23491973,0.10097945
100157,0.09317015,0.59483707,0.26356468,0.04842811
100158,0.08106449,0.7021454,0.14015816,0.076632015
100159,0.08572559,0.5355395,0.19669545,0.18203945
100160,0.34174854,0.36594337,0.22909498,0.063213065
100161,0.103505425,0.6573894,0.18807459,0.051030617
100162,0.10679383,0.37597197,0.4167993,0.10043491
100163,0.08526795,0.66167116,0.1418878,0.11117305
100164,0.07397993,0.5784858,0.21145709,0.13607723
100165,0.13908601,0.7644792,0.07333331,0.02310152
100166,0.08712806,0.41297966,0.3807739,0.11911837
100167,0.060503155,0.5924844,0.23427649,0.11273588
100168,0.08739035,0.6460479,0.13627207,0.13028966
100169,0.10013712,0.47021315,0.30914983,0.120499976
100170,0.07920709,0.61327595,0.17975421,0.1277627
100171,0.08964025,0.65998554,0.1450752,0.105298914
100172,0.08246417,0.63979435,0.09291059,0.18483086
100173,0.106220484,0.7309052,0.10921258,0.053661775
100174,0.088365406,0.62135845,0.15621462,0.13406153
100175,0.08713246,0.5289957,0.24257626,0.1412956
100176,0.17823775,0.2932581,0.4059976,0.12250658
100177,0.047207907,0.6081031,0.09061658,0.25407234
100178,0.077128805,0.755322,0.11584986,0.051699307
100179,0.089923956,0.560541,0.14753541,0.20199966
100180,0.05461149,0.42940128,0.41651756,0.099469766
100181,0.05171512,0.56887126,0.27197173,0.10744196
100182,0.08830377,0.46494344,0.3309513,0.11580155
100183,0.14529839,0.47297254,0.2692059,0.1125232
100184,0.091096096,0.6488194,0.13586181,0.12422275
100185,0.09186697,0.577259,0.12868698,0.20218703
100186,0.10076191,0.6699887,0.16729175,0.061957676
100187,0.123449944,0.6127552,0.1549137,0.10888112
100188,0.08715833,0.6256879,0.16063854,0.12651522
100189,0.080501154,0.6136755,0.20524853,0.10057484
100190,0.06875114,0.43208906,0.3774876,0.121672116
100191,0.06564912,0.5847545,0.20759523,0.14200109
100192,0.0854375,0.606147,0.23383436,0.07458115
100193,0.08340422,0.55567086,0.25007266,0.110852286
100194,0.087154575,0.4986618,0.2796179,0.13456582
100195,0.08676669,0.36288527,0.4202732,0.13007483
100196,0.092731915,0.50353813,0.2054753,0.19825462
100197,0.07780518,0.5295926,0.26851222,0.12408997
100198,0.093771845,0.7277101,0.11734799,0.061169945
100199,0.08282371,0.6708687,0.14960127,0.09670627
100200,0.09633894,0.44422722,0.2661591,0.19327477
100201,0.08830589,0.73241115,0.11463236,0.06465062
100202,0.06616818,0.6526881,0.16133337,0.119810335
100203,0.062205978,0.7933602,0.10291161,0.041522216
100204,0.08007553,0.28710517,0.51102597,0.121793315
100205,0.09952495,0.5787138,0.23322834,0.08853295
100206,0.08709577,0.6514928,0.1661716,0.09523988
100207,0.08524819,0.64060485,0.10867089,0.16547607
100208,0.088369295,0.69405335,0.14723025,0.07034703
100209,0.118210584,0.5231689,0.21910755,0.13951297
100210,0.08345923,0.6256065,0.15209265,0.13884158
100211,0.08298559,0.5885909,0.20355907,0.12486442
100212,0.16530971,0.6816651,0.12431154,0.028713709
100213,0.0993189,0.38527414,0.4060078,0.10939918
100214,0.07182441,0.6282322,0.23791896,0.062024474
100215,0.105149224,0.42881748,0.27721196,0.18882136
100216,0.089402825,0.6403714,0.18462348,0.08560229
100217,0.34005475,0.36962694,0.21824649,0.07207187
100218,0.109006345,0.4617278,0.28767183,0.14159407
100219,0.07843982,0.47970715,0.3563593,0.085493766
100220,0.08594059,0.6066668,0.22895485,0.078437775
100221,0.09726088,0.6400871,0.18095446,0.08169749
100222,0.08818935,0.6534881,0.17231444,0.08600809
100223,0.0774913,0.64387023,0.18789157,0.0907469
100224,0.0936839,0.46657038,0.27404135,0.16570431
100225,0.09691011,0.6550853,0.17446312,0.07354145
100226,0.10243118,0.66198856,0.13933337,0.096246846
100227,0.07552001,0.7309954,0.15172008,0.0417645
100228,0.08952741,0.4357847,0.23104653,0.24364135
100229,0.07986936,0.5800733,0.22163177,0.118425615
100230,0.09739998,0.5816418,0.14239226,0.17856589
100231,0.038745165,0.6171641,0.25448638,0.089604326
100232,0.0709241,0.58149236,0.17541744,0.172166
100233,0.10439437,0.36011356,0.38265803,0.15283406
100234,0.099381626,0.6729679,0.1303927,0.09725785
100235,0.09199771,0.68296355,0.14402483,0.08101389
100236,0.053743165,0.573147,0.18759231,0.18551752
100237,0.099966325,0.72540826,0.11969897,0.05492644
100238,0.09682273,0.33003834,0.43412617,0.13901277
100239,0.094883785,0.4145201,0.33105606,0.15954001
100240,0.08862515,0.62592065,0.19129671,0.094157435
100241,0.093213536,0.73779017,0.10653734,0.062458854
100242,0.11304439,0.5714048,0.238475,0.07707582
100243,0.09881495,0.42123705,0.32381612,0.15613191
100244,0.090875804,0.6082563,0.13384551,0.16702244
100245,0.08430612,0.6415937,0.17261596,0.10148423
100246,0.061148647,0.2751944,0.62957895,0.03407803
100247,0.08926187,0.7014244,0.1365174,0.07279628
100248,0.072091036,0.34551322,0.3321472,0.2502485
100249,0.06112496,0.5139814,0.32550386,0.099389754
100250,0.085701175,0.6138469,0.13523896,0.16521296
100251,0.09778376,0.58415544,0.21051662,0.10754408
100252,0.10346523,0.5689855,0.13556617,0.191983
100253,0.093924694,0.7249402,0.13504778,0.046087295
100254,0.07926732,0.6690958,0.13826205,0.113374785
100255,0.039064508,0.6432859,0.30169812,0.015951475
100256,0.08973496,0.56260353,0.23198901,0.115672514
100257,0.08795117,0.6550252,0.12111895,0.13590476
100258,0.079620495,0.7289211,0.14786969,0.04358867
100259,0.081070155,0.641256,0.12203173,0.15564206
100260,0.16622147,0.2500091,0.50399303,0.07977637
100261,0.09296942,0.64420927,0.14161156,0.12120979
100262,0.12924048,0.58884555,0.2674771,0.014436821
100263,0.077483,0.6032302,0.19135152,0.12793536
100264,0.15344253,0.44929418,0.28667966,0.110583596
100265,0.08279651,0.6406473,0.09740667,0.17914951
100266,0.09626591,0.54333365,0.21477942,0.1456209
100267,0.07694729,0.52174026,0.19244775,0.20886467
100268,0.060384043,0.69181263,0.10664231,0.14116096
100269,0.07948143,0.7063029,0.08980895,0.12440676
100270,0.07747147,0.5207593,0.19370012,0.20806906
100271,0.09015892,0.65544426,0.19826289,0.05613391
100272,0.10539017,0.58805555,0.2201947,0.08635958
100273,0.07746619,0.55882716,0.1894799,0.17422676
100274,0.08278274,0.3400876,0.45626935,0.1208603
100275,0.11128343,0.63878506,0.15585978,0.09407169
100276,0.11241906,0.48396757,0.28003806,0.12357525
100277,0.08314457,0.4112,0.39322492,0.11243056
100278,0.08867714,0.47139055,0.3061513,0.13378099
100279,0.22992429,0.4736419,0.20603828,0.090395555
100280,0.05207962,0.5002336,0.29006824,0.15761854
100281,0.07077821,0.4704301,0.31235853,0.14643314
100282,0.08261969,0.5052635,0.3049229,0.1071939
100283,0.033237353,0.80706984,0.1080244,0.051668353
100284,0.15187857,0.44388026,0.31092605,0.0933151
100285,0.11519938,0.49634865,0.29564324,0.092808716
100286,0.20630267,0.46788535,0.2301601,0.09565183
100287,0.10342922,0.7049614,0.124123044,0.06748635
100288,0.097022995,0.5776857,0.21837436,0.106916845
100289,0.072430015,0.55118036,0.25232187,0.12406777
100290,0.0771657,0.50987816,0.2888471,0.12410907
100291,0.07711519,0.4326217,0.38083595,0.10942707
100292,0.10160491,0.68368244,0.12656067,0.08815194
100293,0.054655712,0.58688015,0.2161442,0.14231986
100294,0.07473126,0.5879999,0.18699719,0.15027165
100295,0.07999613,0.56962395,0.21065278,0.13972719
100296,0.090521544,0.763979,0.05651011,0.088989235
100297,0.08236711,0.51953393,0.22869965,0.16939929
100298,0.07395587,0.5085232,0.29310665,0.12441429
100299,0.07796373,0.66161776,0.11511549,0.14530297
100300,0.111737296,0.6690363,0.14139076,0.07783553
100301,0.100081965,0.68756896,0.12488013,0.08746895
100302,0.027921926,0.5590444,0.3401731,0.07286055
100303,0.1264258,0.6629905,0.084841095,0.12574257
100304,0.09103546,0.63531655,0.10912794,0.16452004
100305,0.10270329,0.65495324,0.13781758,0.104526006
100306,0.11063047,0.32605562,0.4408714,0.12244256
100307,0.094680674,0.58012706,0.1906296,0.13456266
100308,0.08831725,0.56787205,0.18906717,0.15474346
100309,0.09007805,0.5628524,0.13740115,0.20966835
100310,0.087576754,0.40428334,0.38433734,0.123802535
100311,0.093323365,0.31524697,0.4516368,0.13979287
100312,0.07399856,0.6889636,0.15966965,0.0773682
100313,0.09217958,0.5144993,0.19187188,0.20144914
100314,0.09084887,0.5986531,0.15090002,0.15959802
100315,0.111601084,0.43384284,0.32676435,0.12779164
100316,0.08586376,0.5787957,0.19392903,0.14141162
100317,0.10183977,0.40530103,0.37308598,0.11977326
100318,0.09435688,0.6956871,0.14179973,0.06815621
100319,0.08969483,0.27444944,0.542142,0.09371385
100320,0.10651462,0.75319684,0.09866022,0.041628357
100321,0.06702604,0.5983608,0.15718536,0.17742787
100322,0.12099375,0.5879124,0.17206864,0.11902533
100323,0.24902645,0.36624312,0.3325571,0.0521734
100324,0.17550144,0.410285,0.2899987,0.1242149
100325,0.099418916,0.71760976,0.11287911,0.07009219
100326,0.1300236,0.64841074,0.15120026,0.07036546
100327,0.09628077,0.7504818,0.10203414,0.051203262
100328,0.11027291,0.5617103,0.1932144,0.1348024
100329,0.08574696,0.5929272,0.17643459,0.14489122
100330,0.084605366,0.6549163,0.16019529,0.10028306
100331,0.11476517,0.5783713,0.21456677,0.09229686
100332,0.080235116,0.6726329,0.07995986,0.16717218
100333,0.09381248,0.4642264,0.28945172,0.15250947
100334,0.08024172,0.60407645,0.16005552,0.1556263
100335,0.06065188,0.53639996,0.32509005,0.07785809
100336,0.086809725,0.64479524,0.18615998,0.08223514
100337,0.10216022,0.6552271,0.13475296,0.107859716
100338,0.07034503,0.2766926,0.5574307,0.09553172
100339,0.038097937,0.59670126,0.29281214,0.072388746
100340,0.08345601,0.5293779,0.21999197,0.16717413
100341,0.1778372,0.47792912,0.27983817,0.0643956
100342,0.06918713,0.4403424,0.3807669,0.1097036
100343,0.14417313,0.3944006,0.31765574,0.14377049
100344,0.08542554,0.49244982,0.32924804,0.092876665
100345,0.097381234,0.6240845,0.19051181,0.088022545
100346,0.09395546,0.5781452,0.18783844,0.14006089
100347,0.085180305,0.67238253,0.15430038,0.08813678
100348,0.2085416,0.46287793,0.24590784,0.08267256
100349,0.108620286,0.68318516,0.1331586,0.07503591
100350,0.08253429,0.5853237,0.17400654,0.1581355
100351,0.10211457,0.69934404,0.123802125,0.07473929
100352,0.08708706,0.6884842,0.12131966,0.10310902
100353,0.11617158,0.44923124,0.32278502,0.11181213
100354,0.10677226,0.3986859,0.34436637,0.1501754
100355,0.1364087,0.33782202,0.4133862,0.11238302
100356,0.09108993,0.46973825,0.2588811,0.18029077
100357,0.07060215,0.7161836,0.1578167,0.05539752
100358,0.11367086,0.65422237,0.1259829,0.106123894
100359,0.08116601,0.64119023,0.17996784,0.09767587
100360,0.071237825,0.74829316,0.10478281,0.07568625
100361,0.16899556,0.31327382,0.37636235,0.14136831
100362,0.14175351,0.4479535,0.3045291,0.10576392
100363,0.09016131,0.5180661,0.22119008,0.17058252
100364,0.08609289,0.58644074,0.22755513,0.09991125
100365,0.0716101,0.54255325,0.2897788,0.096057884
100366,0.045437336,0.59835374,0.22158867,0.13462019
100367,0.065458104,0.55603915,0.25756294,0.12093983
100368,0.090013616,0.6173838,0.15405653,0.1385461
100369,0.07979604,0.5597236,0.22011748,0.14036289
100370,0.07055251,0.51310045,0.16123168,0.2551154
100371,0.033926114,0.5677793,0.32556677,0.07272771
100372,0.08985559,0.687099,0.11660348,0.106441945
100373,0.08373454,0.54516184,0.19874603,0.17235766
100374,0.0829479,0.4558833,0.35015294,0.11101588
100375,0.07471021,0.49116167,0.24644321,0.18768501
100376,0.057182882,0.76545435,0.08708134,0.090281375
100377,0.098375976,0.69435555,0.13140889,0.0758596
100378,0.057354286,0.54724985,0.25541395,0.13998194
100379,0.08521026,0.5239636,0.23356307,0.15726312
100380,0.104079954,0.49734077,0.23070253,0.16787675
100381,0.10709576,0.5878214,0.22516903,0.07991374
100382,0.08548308,0.52711093,0.23023486,0.15717107
100383,0.08987457,0.62748444,0.14093009,0.14171095
100384,0.09458381,0.360879,0.40458572,0.13995151
100385,0.0850757,0.40593773,0.4134897,0.09549684
100386,0.21571463,0.5657553,0.1332626,0.08526739
100387,0.07232104,0.60543704,0.24565527,0.076586656
100388,0.08457164,0.6492239,0.1479065,0.118297935
100389,0.15743656,0.54092157,0.23385131,0.06779062
100390,0.09183719,0.4671947,0.20291628,0.23805182
100391,0.07682768,0.45458162,0.18210375,0.28648698
100392,0.11440926,0.64685196,0.14377435,0.09496449
100393,0.05911302,0.7584863,0.07213426,0.11026654
100394,0.07921319,0.57179874,0.23532948,0.11365859
100395,0.07528584,0.61347604,0.22407632,0.08716175
100396,0.09004982,0.65905625,0.1253955,0.1254984
100397,0.07945614,0.37540162,0.41130328,0.13383888
100398,0.06941592,0.4973709,0.27259535,0.16061781
100399,0.096792124,0.7101579,0.12920918,0.06384087
100400,0.078704506,0.6042245,0.1792115,0.13785952
100401,0.09517728,0.6563653,0.14694956,0.101507984
100402,0.10101663,0.70447236,0.124542534,0.0699686
100403,0.08918633,0.4684429,0.23246783,0.20990302
100404,0.08771291,0.47617605,0.33133218,0.104778856
100405,0.09794921,0.6269393,0.14745739,0.12765414
100406,0.09605096,0.581111,0.19714878,0.12568934
100407,0.063962206,0.48608354,0.34548342,0.10447082
100408,0.093328364,0.54794157,0.17322505,0.1855051
100409,0.013864461,0.7766223,0.17946254,0.030050619
100410,0.081741035,0.60154873,0.18731077,0.12939951
100411,0.13373028,0.6589091,0.13563111,0.07172951
100412,0.0706586,0.67661756,0.13869147,0.11403239
100413,0.040551625,0.34880498,0.523308,0.08733536
100414,0.09195693,0.66826475,0.08461361,0.15516473
100415,0.08037404,0.6978687,0.120594114,0.101163164
100416,0.08551857,0.34453022,0.43861273,0.13133846
100417,0.11749098,0.67800516,0.15000434,0.054499585
100418,0.08537791,0.5285738,0.22196618,0.16408214
100419,0.066264056,0.66818297,0.20224738,0.063305564
100420,0.0964318,0.6377139,0.1546887,0.11116557
100421,0.12150546,0.63391256,0.1327665,0.11181551
100422,0.078306235,0.6389665,0.1860665,0.09666069
100423,0.18086702,0.56249046,0.10283675,0.15380573
100424,0.060034666,0.59529525,0.2283221,0.11634794
100425,0.08746814,0.72273207,0.10007079,0.08972904
100426,0.08638466,0.6217612,0.21771765,0.07413647
100427,0.12194248,0.5985474,0.22170326,0.05780686
100428,0.052761722,0.6988989,0.11561315,0.13272627
100429,0.07124727,0.4800781,0.16851151,0.2801632
100430,0.101600684,0.55942005,0.2185135,0.120465755
100431,0.077512056,0.66152483,0.12306591,0.13789716
100432,0.0801543,0.5168595,0.25950396,0.14348218
100433,0.09060113,0.56138486,0.14000763,0.20800638
100434,0.10023696,0.5425566,0.2689591,0.08824737
100435,0.06909583,0.68985265,0.16043486,0.08061669
100436,0.09982379,0.88051856,0.017871985,0.0017856179
100437,0.06247481,0.6566423,0.17619267,0.10469019
100438,0.0861242,0.5564685,0.18610537,0.17130193
100439,0.08212146,0.6213603,0.1399063,0.15661189
100440,0.06757091,0.6846956,0.154362,0.093371496
100441,0.09805776,0.5461405,0.18900809,0.16679366
100442,0.10348354,0.6719374,0.121200256,0.10337872
100443,0.07357425,0.65875524,0.13965732,0.12801318
100444,0.09600875,0.44301698,0.31464225,0.146332
100445,0.097110055,0.68012047,0.1339033,0.08886609
100446,0.09009215,0.60561234,0.1134349,0.19086064
100447,0.077824265,0.40025836,0.42492098,0.09699644
100448,0.11765968,0.47665453,0.30400962,0.10167614
100449,0.06936895,0.66649044,0.17677425,0.08736635
100450,0.0829642,0.71977305,0.12546715,0.07179556
100451,0.08752999,0.6319283,0.18210328,0.09843847
100452,0.088411964,0.67836094,0.13245155,0.10077558
100453,0.07557107,0.6423331,0.13552792,0.14656797
100454,0.07226173,0.5644115,0.21410291,0.14922385
100455,0.09767693,0.705024,0.11842238,0.078876756
100456,0.11273001,0.54835314,0.26511255,0.07380423
100457,0.13017488,0.37034592,0.3660596,0.13341963
100458,0.085817,0.6595634,0.14230768,0.112311885
100459,0.09373258,0.6755587,0.13160253,0.09910618
100460,0.10447258,0.6817904,0.12806441,0.08567259
100461,0.098262206,0.44219038,0.30538127,0.15416615
100462,0.07796442,0.6465305,0.18238413,0.09312089
100463,0.10994267,0.32737052,0.4416857,0.12100116
100464,0.0645895,0.63578033,0.15410884,0.14552133
100465,0.098168455,0.6566844,0.15438461,0.090762526
100466,0.08098204,0.34316343,0.29774883,0.27810565
100467,0.10383793,0.68335056,0.11760182,0.09520964
100468,0.0893748,0.6744047,0.13441662,0.10180389
100469,0.11292721,0.60805666,0.21103992,0.067976154
100470,0.09618504,0.6010895,0.21297157,0.08975399
100471,0.088071324,0.6528107,0.1361776,0.12294049
100472,0.0747496,0.5698277,0.22187771,0.13354497
100473,0.067638874,0.5119236,0.24117173,0.17926577
100474,0.062396634,0.480484,0.16081347,0.29630587
100475,0.06239032,0.7049619,0.10097937,0.13166843
100476,0.07865868,0.6483791,0.16393071,0.10903157
100477,0.08898695,0.65887225,0.13366963,0.11847116
100478,0.08035575,0.54736507,0.20421042,0.16806877
100479,0.094150096,0.6437068,0.16742665,0.09471638
100480,0.105566256,0.36285448,0.382535,0.14904423
100481,0.08441458,0.30939788,0.47295314,0.13323443
100482,0.13902657,0.505927,0.2497118,0.1053346
100483,0.08517254,0.5538553,0.18775591,0.1732163
100484,0.17966421,0.4630754,0.26800585,0.089254566
100485,0.0881782,0.4492477,0.30669945,0.15587465
100486,0.08633234,0.48779297,0.2955604,0.1303143
100487,0.08570295,0.5452034,0.21247937,0.15661426
100488,0.08848215,0.5915192,0.22282223,0.097176455
100489,0.09869579,0.6320488,0.15860571,0.110649794
100490,0.089239374,0.52490973,0.18812552,0.1977254
100491,0.09330875,0.62415326,0.13942285,0.14311518
100492,0.12341512,0.67366135,0.15755032,0.045373134
100493,0.10690286,0.7481848,0.112910435,0.032001954
100494,0.082085356,0.6155198,0.15704004,0.14535478
100495,0.12291256,0.4543547,0.3330775,0.0896553
100496,0.09743149,0.512366,0.21927018,0.1709323
100497,0.10120962,0.6071387,0.20272663,0.08892514
100498,0.12599097,0.6173662,0.1883324,0.06831043
100499,0.114031,0.6037114,0.22907643,0.053181097
100500,0.097090535,0.64161927,0.17477457,0.086515635
100501,0.076131344,0.68018645,0.1142304,0.12945186
100502,0.13548519,0.53516954,0.25296685,0.07637837
100503,0.12195019,0.57496864,0.24050765,0.06257348
100504,0.075940065,0.56540245,0.27678984,0.08186771
100505,0.0675959,0.5381524,0.15815079,0.23610085
100506,0.09414416,0.4336366,0.2350892,0.23713003
100507,0.08088241,0.64005804,0.12022361,0.15883596
100508,0.085281335,0.63390946,0.12725663,0.15355256
100509,0.10715769,0.5997454,0.19645023,0.09664675
100510,0.06844283,0.5277218,0.26791948,0.13591586
100511,0.08865023,0.50274175,0.28282842,0.12577961
100512,0.09102784,0.6404993,0.19249167,0.07598124
100513,0.084173284,0.66856664,0.13050008,0.11675996
100514,0.098986164,0.6987868,0.11932115,0.082905956
100515,0.07839618,0.4324225,0.3563741,0.13280718
100516,0.0719638,0.70180845,0.14216493,0.08406283
100517,0.08463128,0.59982955,0.17196918,0.14356995
